id	filename	md5	size	state
09296d1f-9877-438d-96d8-7b4cc52940dd	09296d1f-9877-438d-96d8-7b4cc52940dd/49932944-ad54-4c6c-affc-08a4b76de933.rna_seq.augmented_star_gene_counts.tsv	d9a028d0e2e6a3aff7c833c7e73199be	4217774	validated
0d1f21df-73b3-4dd0-9ad4-fd5c7a5d2424	0d1f21df-73b3-4dd0-9ad4-fd5c7a5d2424/bcc5593d-3d16-4d6f-a1b9-854423ede69e.rna_seq.augmented_star_gene_counts.tsv	58c0c093e2489d1598139c59221e27f5	4228987	validated
0e6fc8f1-34ca-4f3b-9d71-5a867e5efb07	0e6fc8f1-34ca-4f3b-9d71-5a867e5efb07/4b6c958a-7e20-4b88-b30a-2406b123c8c1.rna_seq.augmented_star_gene_counts.tsv	022f28a4f04b559648f8f5f06bc13c55	4254329	validated
0ece8b9b-d1c3-4f03-b70d-6bc06c6f52ce	0ece8b9b-d1c3-4f03-b70d-6bc06c6f52ce/a585711d-48a4-45bd-bb45-f9d2a7717af0.rna_seq.augmented_star_gene_counts.tsv	25207b9becd97f541d1aff7d828905e3	4229724	validated
0f01f50f-495a-455d-986d-28c65e345a80	0f01f50f-495a-455d-986d-28c65e345a80/06c83065-5800-451a-84a7-7a7f352493ec.rna_seq.augmented_star_gene_counts.tsv	cbd8ecfb77292db5806d978fdb5b45a5	4243547	validated
0f37f5ba-3582-4c61-8c70-bf9b0ede6e71	0f37f5ba-3582-4c61-8c70-bf9b0ede6e71/2276a330-e86b-46e1-be45-ae41d217ef66.rna_seq.augmented_star_gene_counts.tsv	a9560eb9da63cad136a7c1a21a3a743d	4246181	validated
12c95903-cae1-4f9f-97c7-05ab05f4fd7f	12c95903-cae1-4f9f-97c7-05ab05f4fd7f/1205cc6a-c42f-44c8-bf1c-84ef49eaaee4.rna_seq.augmented_star_gene_counts.tsv	354d2e7bb6af24532f017206063239a9	4242426	validated
148c1368-6302-4daf-b389-2c92f5da0529	148c1368-6302-4daf-b389-2c92f5da0529/55e5447a-96d1-4d95-91ad-b5790392bbfa.rna_seq.augmented_star_gene_counts.tsv	2a633030c69715c42c8cb8c04e768a74	4244412	validated
14d76abd-84f2-4875-8d03-5a27b4505715	14d76abd-84f2-4875-8d03-5a27b4505715/56d7d6b5-33c0-4551-967c-afce1f970395.rna_seq.augmented_star_gene_counts.tsv	bb0154dc392468a8e4ee8ab354eb3966	4230456	validated
1860869f-ecb5-43ae-9714-328ff5748c2a	1860869f-ecb5-43ae-9714-328ff5748c2a/b57cc3e6-9017-48b7-9de9-74fe57d9bf6d.rna_seq.augmented_star_gene_counts.tsv	a515e535c4089d239c9ec3ab7b071b32	4255315	validated
1876b908-e911-464f-be23-2b4eae0a43b6	1876b908-e911-464f-be23-2b4eae0a43b6/6efebff1-f165-415e-9001-45a782638785.rna_seq.augmented_star_gene_counts.tsv	69ab93a934179bda2077ed5915cc637a	4237227	validated
18be89fe-3383-45a2-9c0e-b1246e88c82d	18be89fe-3383-45a2-9c0e-b1246e88c82d/77ca7978-5bc4-4264-8ca3-db132049c8a8.rna_seq.augmented_star_gene_counts.tsv	d70ff86e73201884a3de84fa2adfbdda	4264852	validated
1a06f92b-21c5-4666-b666-8b9135a4482a	1a06f92b-21c5-4666-b666-8b9135a4482a/602ac1fc-c8ad-4e47-988b-1e9e1aa3ce26.rna_seq.augmented_star_gene_counts.tsv	52e07da570d86bc245f1908679466015	4230154	validated
1a4c524e-8e75-436e-8ccf-cce6ae3d6eb3	1a4c524e-8e75-436e-8ccf-cce6ae3d6eb3/3b5d9bee-5e4f-4afc-b297-2f072ef18a93.rna_seq.augmented_star_gene_counts.tsv	de619dd185ce4019e4c472a26b761747	4244216	validated
1ab1279d-7ccd-4450-8de8-9987bf6627dd	1ab1279d-7ccd-4450-8de8-9987bf6627dd/3d11905a-16eb-40b2-a36b-e37dca6359d3.rna_seq.augmented_star_gene_counts.tsv	4a31afd3c6898a422bb240417fa53e34	4225469	validated
1c9ada61-d900-4498-9ef1-14a91212faf6	1c9ada61-d900-4498-9ef1-14a91212faf6/9e504ab4-85a0-465d-be52-0c28ed83e5f8.rna_seq.augmented_star_gene_counts.tsv	4bd120d884095948f8cc7ad075e8d008	4224362	validated
20daa4af-7d88-42c8-9279-34372e687e5d	20daa4af-7d88-42c8-9279-34372e687e5d/9446312e-b87c-411c-b9a3-a19603eff965.rna_seq.augmented_star_gene_counts.tsv	b8c63fb95772121ef09e0c404fc97c80	4218156	validated
218eb2f2-24b1-4e41-9071-26ed97a2edc1	218eb2f2-24b1-4e41-9071-26ed97a2edc1/5eef868d-7c7f-42e8-aabf-ce3f75405c7a.rna_seq.augmented_star_gene_counts.tsv	df3f48d8f8402b70c03f22efc30844dc	4248267	validated
2281a9d6-bd48-418a-9ad1-04b06a251e47	2281a9d6-bd48-418a-9ad1-04b06a251e47/36db1d28-8a10-46cc-91ef-d5036aaba9c3.rna_seq.augmented_star_gene_counts.tsv	f5b0bdb648131cc3e4480a83fa5ccc2e	4257756	validated
239d18cb-2886-48a0-9a3d-76558819dabd	239d18cb-2886-48a0-9a3d-76558819dabd/764d71c7-f003-4cf6-851e-1587f12b4a69.rna_seq.augmented_star_gene_counts.tsv	3f42cf8368155d7d284313b44e60a1ba	4253354	validated
24079217-3899-4843-81fc-638293771d93	24079217-3899-4843-81fc-638293771d93/c6bc9e5e-4116-4179-9a22-b75fc6bea73e.rna_seq.augmented_star_gene_counts.tsv	3194db55c64cfeb6c836ae2f85bf6e17	4226782	validated
24fa0c9f-c679-486d-846a-66fbc8d30b0a	24fa0c9f-c679-486d-846a-66fbc8d30b0a/32248a54-89ad-43a3-aa20-1c1897cb0054.rna_seq.augmented_star_gene_counts.tsv	01bfbc4564724c456574a17a4da19615	4258725	validated
254bed99-398d-4c34-a804-67516d257e70	254bed99-398d-4c34-a804-67516d257e70/c63de407-f025-4939-9633-6550724be88c.rna_seq.augmented_star_gene_counts.tsv	82f16f580abc01b23457c00bbcd85eb4	4210733	validated
27450388-ffc7-4812-b5b4-9819b0a74a0b	27450388-ffc7-4812-b5b4-9819b0a74a0b/7b07706f-a1b4-4f18-a276-0822b578cc40.rna_seq.augmented_star_gene_counts.tsv	0647cf8783a26fa5ca57eaaefedc2b3c	4226093	validated
2bf191f1-b880-427e-996c-0e75df13d738	2bf191f1-b880-427e-996c-0e75df13d738/33e0a8b2-3e7e-46da-b5ef-76463308d3b9.rna_seq.augmented_star_gene_counts.tsv	ef0b2d0588b1848278ab06a7ef22b37d	4249593	validated
2c81c69f-e08a-4586-b3f9-33d4af417d1f	2c81c69f-e08a-4586-b3f9-33d4af417d1f/2a05b2c0-f94d-4c07-889a-def7131895bd.rna_seq.augmented_star_gene_counts.tsv	f85e0931c72e5c305094f162a75fbeda	4236318	validated
2f6e63bb-17bd-4b53-8666-45c7159aa1f4	2f6e63bb-17bd-4b53-8666-45c7159aa1f4/25212f64-8017-4b93-b171-10a830558566.rna_seq.augmented_star_gene_counts.tsv	3021a5584b5e58dd72257014c2898f85	4254049	validated
2ff24c33-39c6-4171-af42-f54e4ee8b021	2ff24c33-39c6-4171-af42-f54e4ee8b021/2f93d52a-e8ab-454b-ae76-74b35cd561da.rna_seq.augmented_star_gene_counts.tsv	202684ca4587493c7e347a944af3346e	4224352	validated
30e51b69-6778-4125-bb18-86694d42a6e9	30e51b69-6778-4125-bb18-86694d42a6e9/8bd7c2cf-7960-46ca-9373-1c19557dd0aa.rna_seq.augmented_star_gene_counts.tsv	f342cff10b7d2c71e57a90c5a91855f9	4241149	validated
32876f27-f304-4be0-8881-f9842a9fbb67	32876f27-f304-4be0-8881-f9842a9fbb67/e8ea2e59-65dc-49c9-b6f3-b9335185390d.rna_seq.augmented_star_gene_counts.tsv	34c30f39f393a6132d290119e8b092cd	4234856	validated
3362c701-3af3-4947-983a-6039b67d1526	3362c701-3af3-4947-983a-6039b67d1526/fcfff41c-378f-49e8-b416-ccd1b9d8b4b4.rna_seq.augmented_star_gene_counts.tsv	997bb80dda476a020c122e040ca3e2c5	4221810	validated
3563bce2-6547-4081-883e-1e7e498c83be	3563bce2-6547-4081-883e-1e7e498c83be/59e8b7b7-5183-4655-aa5e-e4b5ba73eded.rna_seq.augmented_star_gene_counts.tsv	f31fdad9c9382c6c9983bfb59b11fb5e	4217198	validated
359d07bf-89e3-49fd-8237-723ffb299cfb	359d07bf-89e3-49fd-8237-723ffb299cfb/dd012e44-f2ef-4bd4-92ac-7403ec383b6d.rna_seq.augmented_star_gene_counts.tsv	8b3f72591d2097d6bedcce76cf7f9de5	4238981	validated
36c7d3a4-193f-49fd-b367-e7aacc4eebe2	36c7d3a4-193f-49fd-b367-e7aacc4eebe2/cc1646da-11b3-40c7-b35e-1206f4517b36.rna_seq.augmented_star_gene_counts.tsv	eb346ef9f4f426a55630d25f275026a9	4219484	validated
36e8195f-72b1-4d87-9be5-a487689aba5e	36e8195f-72b1-4d87-9be5-a487689aba5e/772dcecf-b53d-42e2-8161-f48030150aa0.rna_seq.augmented_star_gene_counts.tsv	affdba1a9df80361e58c50109bbc81d0	4227299	validated
38259364-ebcb-4f5f-8471-8ffe7e3267a7	38259364-ebcb-4f5f-8471-8ffe7e3267a7/d3c861af-cfe9-4d9f-bc76-a8a45b72df43.rna_seq.augmented_star_gene_counts.tsv	3686b1d5a952e94fe7132a37aa656d8d	4221046	validated
38ec487d-0a4a-4287-9c14-4bfdb959b402	38ec487d-0a4a-4287-9c14-4bfdb959b402/32675d71-6f79-4b8f-ab7c-e2350b15875c.rna_seq.augmented_star_gene_counts.tsv	27afb72bae1bc85f4df940514d7490d2	4235385	validated
3976128b-36ba-4bf0-8121-867e89aba2c9	3976128b-36ba-4bf0-8121-867e89aba2c9/fec7a02d-1d67-412d-9d69-df7124864e7a.rna_seq.augmented_star_gene_counts.tsv	9fd77741af4d59ab2697eb01c9cf90d9	4237015	validated
3aa81439-d4cc-41ef-9568-e6a11c8b1b52	3aa81439-d4cc-41ef-9568-e6a11c8b1b52/a6a841ae-f63f-45ab-9a17-2288e12a9577.rna_seq.augmented_star_gene_counts.tsv	05bfeecde7362dbcbae722eb21ce6d96	4223188	validated
3c0ce8a7-a730-4f1a-9e03-335b3e36849b	3c0ce8a7-a730-4f1a-9e03-335b3e36849b/e2f47d3a-0e1a-47cb-a53f-697e2a3cb89b.rna_seq.augmented_star_gene_counts.tsv	809235e19457da6800281acc0056037e	4244887	validated
3c421a7f-8bde-4b4b-90e5-cf0ea11274ab	3c421a7f-8bde-4b4b-90e5-cf0ea11274ab/fbd81adc-aa56-4cde-b1f2-e749e2cbf653.rna_seq.augmented_star_gene_counts.tsv	9ea84591cfd8c515b09154818d1f2d2d	4237424	validated
3c9960fd-92f3-4bab-9771-933c95edc37f	3c9960fd-92f3-4bab-9771-933c95edc37f/fd713184-4bb4-4e1b-a3b8-636273ee6ccc.rna_seq.augmented_star_gene_counts.tsv	414c6c615900b8785fb01b00f869bd59	4225614	validated
3e6105ba-3a23-4ac6-bf0d-1193fb2e679e	3e6105ba-3a23-4ac6-bf0d-1193fb2e679e/812033b2-3784-44bf-8913-56307b267ea9.rna_seq.augmented_star_gene_counts.tsv	10f9cdf7af7652974510dcd1a9457854	4231014	validated
3e752bb7-c91d-46f8-ba39-a40e26357b4d	3e752bb7-c91d-46f8-ba39-a40e26357b4d/32dd8db9-1e43-497e-a35a-664d7d15ed60.rna_seq.augmented_star_gene_counts.tsv	ea16407248bc5498807d4a096f857771	4248639	validated
3f441cc8-98bd-4650-b5ad-19ae8542b666	3f441cc8-98bd-4650-b5ad-19ae8542b666/a27393cf-e1e1-427f-9a96-40e2ab1af0d1.rna_seq.augmented_star_gene_counts.tsv	00edf1e747b19b85445caea8a1c2840e	4227666	validated
4089d037-ab25-47a6-be68-19742473cbc6	4089d037-ab25-47a6-be68-19742473cbc6/50c308c9-922a-4083-ae09-e5e4d8c437af.rna_seq.augmented_star_gene_counts.tsv	168c5577e8da0154d7e4a2d823f394c2	4242766	validated
40dba5d9-ce2e-483b-b4a7-19fbca8158e5	40dba5d9-ce2e-483b-b4a7-19fbca8158e5/dc3ac0d3-d862-4761-ac12-60bb4d6758c1.rna_seq.augmented_star_gene_counts.tsv	9a694d0d5914d8e5193fd1f5f60ca4d8	4228652	validated
41f852c7-01e8-46b3-8082-da2e00a4ef9d	41f852c7-01e8-46b3-8082-da2e00a4ef9d/673621c0-f5d4-4eea-a0ae-469214a70e82.rna_seq.augmented_star_gene_counts.tsv	24b4a006e54a552465c6e84865eefd9b	4234798	validated
42be8d70-f8a0-49ea-94a9-58e320337843	42be8d70-f8a0-49ea-94a9-58e320337843/eecb4e6b-6916-4673-815b-9a5366fe3a86.rna_seq.augmented_star_gene_counts.tsv	e22a268f8e146bfae970f289026d8f88	4219234	validated
4320b770-69f3-4dd2-afea-8b7f7cdf44c2	4320b770-69f3-4dd2-afea-8b7f7cdf44c2/32e5ef2b-4387-4d2c-8e62-d18b5106414f.rna_seq.augmented_star_gene_counts.tsv	ea55d80feb430b5fd58948234d7927f4	4227980	validated
443ccb95-79d0-47ea-9915-18d5bc10eac4	443ccb95-79d0-47ea-9915-18d5bc10eac4/ec3a68ca-1006-4f2f-95b5-74d506ceda86.rna_seq.augmented_star_gene_counts.tsv	ecb819733c70c92f3d0f2fded167360c	4231505	validated
45d4b468-9089-46fd-8b5e-ad80a5148abd	45d4b468-9089-46fd-8b5e-ad80a5148abd/6e2e3178-73ad-4590-a56b-bb7fd9984acd.rna_seq.augmented_star_gene_counts.tsv	793334bac3ad933f56e75de2b5cccf81	4251058	validated
45fe5e83-1e4a-4e0a-ac03-62ef32a90e77	45fe5e83-1e4a-4e0a-ac03-62ef32a90e77/6b51d2ce-51ed-4b34-890d-9f83d363118c.rna_seq.augmented_star_gene_counts.tsv	31eeb6845913da77fef24ca097fc7eee	4246904	validated
477d7181-e081-4577-ac06-e508b1239989	477d7181-e081-4577-ac06-e508b1239989/3d006e45-8ebf-4ba1-b003-13b711c0d0ee.rna_seq.augmented_star_gene_counts.tsv	b4220339c29454ed50944a54145dda85	4242981	validated
49453e81-56b8-43b7-b56f-6195038a1142	49453e81-56b8-43b7-b56f-6195038a1142/ed30ab10-5d65-4aeb-ba72-ec3e9b768cd3.rna_seq.augmented_star_gene_counts.tsv	48a773f9dc82c8e4558bd66038da6bea	4212895	validated
4981d1f3-2824-4cd0-81b8-e12a9727a248	4981d1f3-2824-4cd0-81b8-e12a9727a248/1f7938f1-e04e-4ed0-8189-3d701c6fef72.rna_seq.augmented_star_gene_counts.tsv	bb9e2d908f47845c0c574bc498442c33	4250196	validated
4b11527c-fb98-4ad4-aaac-6f0c6c1d185c	4b11527c-fb98-4ad4-aaac-6f0c6c1d185c/78e95f3e-1067-48a8-9429-dfdd6f587066.rna_seq.augmented_star_gene_counts.tsv	6d0cc74da5bd27143b1a5fce6fbeeee5	4219964	validated
4b2e6f07-59e6-47c0-85ea-1e73f3354a01	4b2e6f07-59e6-47c0-85ea-1e73f3354a01/27e24fc6-af40-4152-8424-a9d365c717d9.rna_seq.augmented_star_gene_counts.tsv	c0062d3812c06633f6f9b9372e354ce8	4231730	validated
4c2a4d47-67dd-4c12-8f3b-1c55eb6fd00e	4c2a4d47-67dd-4c12-8f3b-1c55eb6fd00e/c6bf25d8-abea-411f-bb80-6e6fefb82757.rna_seq.augmented_star_gene_counts.tsv	f895fefd4930b04b87c8e4ea8b1c598a	4233205	validated
4c37a5fe-812f-42ac-aa56-259b31df6894	4c37a5fe-812f-42ac-aa56-259b31df6894/482e60ad-222e-4ead-8a3c-a3b44e54aa5e.rna_seq.augmented_star_gene_counts.tsv	3cd3cfb8e558b5e2603b79c6f2b79bd1	4242709	validated
4dbd91d6-8d7b-4e6d-9dc1-3347c3f3996d	4dbd91d6-8d7b-4e6d-9dc1-3347c3f3996d/0f6c0159-7342-4519-83f5-52c2d457c4f8.rna_seq.augmented_star_gene_counts.tsv	2cb02fa475538bf79cc96205bab7d4b3	4246526	validated
4e27513c-172b-4d19-a397-ade6df353e6c	4e27513c-172b-4d19-a397-ade6df353e6c/20ecdb2d-16ad-437b-ac0e-b84339c769a6.rna_seq.augmented_star_gene_counts.tsv	5db0662ae2c4c127c8f9d98337541c17	4242933	validated
4f00f94a-f0db-4840-a230-3bc9866bc184	4f00f94a-f0db-4840-a230-3bc9866bc184/ff298d6f-071c-417a-acbe-a9ff38494f87.rna_seq.augmented_star_gene_counts.tsv	b725ce882c43e0bec66f28de9986718c	4234252	validated
505bfb1f-dc96-4f7e-ba2c-8e20eb0e1f6c	505bfb1f-dc96-4f7e-ba2c-8e20eb0e1f6c/8b3aec43-4c75-4598-bf0a-168f7ffb9f3b.rna_seq.augmented_star_gene_counts.tsv	b2f63e2077860a37964300344dd3d23c	4220006	validated
51f545d2-3da2-46c1-9ed4-204133701dad	51f545d2-3da2-46c1-9ed4-204133701dad/ebc79b86-12cb-4a5b-b0e4-4d1017ef22f4.rna_seq.augmented_star_gene_counts.tsv	4ec5b81c26d790a1025a3e2de08d3327	4210246	validated
52363b7b-f157-4fbe-8388-169b6152c9fe	52363b7b-f157-4fbe-8388-169b6152c9fe/655b5152-d150-4b2a-b7cc-ef70dc0b2256.rna_seq.augmented_star_gene_counts.tsv	9b7b008eedede6079972ef9bd66aacd9	4250387	validated
53b14fb6-9f29-412a-921b-49e270fa2039	53b14fb6-9f29-412a-921b-49e270fa2039/5511e816-3ce5-4d0c-80a7-71ee42ba8fc9.rna_seq.augmented_star_gene_counts.tsv	52c7e9c85942f473d73e9cc6c6f9d108	4246905	validated
555bdfe8-80bb-46db-80f1-421038f5c2b4	555bdfe8-80bb-46db-80f1-421038f5c2b4/25ef25f6-9982-41ad-9823-62763c6c29eb.rna_seq.augmented_star_gene_counts.tsv	4c5be09c86f910c1e3ea08a5f24621e1	4246061	validated
55831884-c907-457d-bb2c-7c7b3f7c4cd1	55831884-c907-457d-bb2c-7c7b3f7c4cd1/c7fd0bf8-753e-45d6-b987-51ec7559f728.rna_seq.augmented_star_gene_counts.tsv	e198516b3361c40dec102e1e65bacffb	4237695	validated
5601dc73-ba9b-4f53-95ef-5fc3de23640c	5601dc73-ba9b-4f53-95ef-5fc3de23640c/d6e945f2-4a94-48ab-9ba0-d4f0ee2fb262.rna_seq.augmented_star_gene_counts.tsv	07e0cb3e38fe8edaacff134fe7e79ea6	4234980	validated
577f10d0-c9a2-47c3-aa2f-b1bd5bd86d90	577f10d0-c9a2-47c3-aa2f-b1bd5bd86d90/3b21349a-ee41-45bf-87de-19b6cda494d5.rna_seq.augmented_star_gene_counts.tsv	0d57d3831709ab5d4813c95f6eaa641a	4257885	validated
5a37129a-9672-4fda-8576-e7de1db7b2c2	5a37129a-9672-4fda-8576-e7de1db7b2c2/be000bb2-fe39-4153-b000-df89033d412a.rna_seq.augmented_star_gene_counts.tsv	cae23ab93bcb96b6025459cd1436aa89	4229178	validated
5c32fbb8-55ee-4bc9-a0db-d8ac0b04bdc4	5c32fbb8-55ee-4bc9-a0db-d8ac0b04bdc4/4966ebc7-b3d5-49d1-885d-f6ae4a8781e6.rna_seq.augmented_star_gene_counts.tsv	c5144e55397649f3223f805b5d73d5d5	4220045	validated
5caf3127-967f-4d07-b49d-7126728e2048	5caf3127-967f-4d07-b49d-7126728e2048/1d7be20b-b4ca-47bb-9552-689f2e3ff0f7.rna_seq.augmented_star_gene_counts.tsv	40c6fe8905f979c9b4741b4ffa69cc6a	4249339	validated
5ddf8f4a-edd8-4b97-8d4d-76655d9018c5	5ddf8f4a-edd8-4b97-8d4d-76655d9018c5/59a0b90e-8b8b-41b8-95f0-d51961a94be5.rna_seq.augmented_star_gene_counts.tsv	26904b98fc550132996ccef4342a5cb3	4221814	validated
5ecf82a3-8658-4a64-a14c-fc5d1d6f56f8	5ecf82a3-8658-4a64-a14c-fc5d1d6f56f8/2172f060-6402-44dc-a918-2f9c15c21fa4.rna_seq.augmented_star_gene_counts.tsv	3fbe3820ba2a58b94cabf84d7191aaeb	4207394	validated
5edfb99b-ef38-4f97-a59b-efea8738442c	5edfb99b-ef38-4f97-a59b-efea8738442c/a9a12604-5100-4e45-b7f8-7e7c0d02a139.rna_seq.augmented_star_gene_counts.tsv	8e3e8f70a7451ca5f8d5560d0eee792b	4241383	validated
5eefc0d2-90b4-495f-803b-cfe9f158b980	5eefc0d2-90b4-495f-803b-cfe9f158b980/67fc0674-3f48-41ec-a650-7efaa41607fa.rna_seq.augmented_star_gene_counts.tsv	c2b438d62a23a3f2a438d3d2306977f1	4229541	validated
5f4fa91b-489e-4ac9-b685-53952f77bd7a	5f4fa91b-489e-4ac9-b685-53952f77bd7a/0bb88c14-58c0-45d8-a8f3-f41840f62d37.rna_seq.augmented_star_gene_counts.tsv	610bf6cfc175ec826bc898feead50f01	4229070	validated
63a884f4-0d20-4cb5-b485-72e066b6490f	63a884f4-0d20-4cb5-b485-72e066b6490f/d3ebb2ea-10db-4c29-8e7c-7c13b23b5b15.rna_seq.augmented_star_gene_counts.tsv	ed0423f0517fabc14c44cdcd125c1956	4231541	validated
6525f4e0-ba79-4576-89b3-df0ab6e45309	6525f4e0-ba79-4576-89b3-df0ab6e45309/a5f6ddd7-f795-4920-b714-ed86942953e3.rna_seq.augmented_star_gene_counts.tsv	6a687e24eaaf5e56dec613cc190c04be	4245794	validated
656fd74d-49d8-40a5-8eb9-dac0fbe4ea2d	656fd74d-49d8-40a5-8eb9-dac0fbe4ea2d/131b98d5-aaf4-4a6c-bb96-c33895cd814a.rna_seq.augmented_star_gene_counts.tsv	09aa4903a42a22afa8ffbef01f6e7014	4253351	validated
667a9066-debb-4f43-94f7-3277e66d8991	667a9066-debb-4f43-94f7-3277e66d8991/9207fbc6-99eb-4535-8c02-c8bba5875c1b.rna_seq.augmented_star_gene_counts.tsv	b12e3b5d460ef96e3c17a15e9923d7ec	4226951	validated
67543f50-3821-4723-842d-3924b9a32142	67543f50-3821-4723-842d-3924b9a32142/1da64d9f-f5dd-4017-bf82-d1a61512b56b.rna_seq.augmented_star_gene_counts.tsv	0a7a8cd5f1ff8bb03146c36f27b55c39	4217045	validated
6855a406-c085-45c7-b789-981786f0c775	6855a406-c085-45c7-b789-981786f0c775/9ebc079c-069f-4468-8b9e-680e39a3c4ad.rna_seq.augmented_star_gene_counts.tsv	27b48c36af06bc65f1e56fd5d4acf608	4243976	validated
69933ac8-e7a7-43b6-8231-2ecb35f88d52	69933ac8-e7a7-43b6-8231-2ecb35f88d52/c9d8385a-9f73-48f9-bca4-1c0647881bfd.rna_seq.augmented_star_gene_counts.tsv	8eafe6fede10733417326ed7b3e61f12	4235050	validated
6ac6539b-76a3-4b1c-8da3-6d621308454a	6ac6539b-76a3-4b1c-8da3-6d621308454a/f3d482bb-14e8-4569-bee4-22d7d2a027ea.rna_seq.augmented_star_gene_counts.tsv	6f7def999c58d9701e5fafea74cf01a4	4213184	validated
6c20a899-c806-46d0-b744-a26e53a9cb45	6c20a899-c806-46d0-b744-a26e53a9cb45/80ef527d-5511-4944-a1b3-1426d98294b7.rna_seq.augmented_star_gene_counts.tsv	988dc2e0d83db9da378b80513d7391cb	4249184	validated
6c66987a-38f6-4125-8ac1-aa55921fcc26	6c66987a-38f6-4125-8ac1-aa55921fcc26/f77f77e1-073c-4f6a-bc48-1ba165ecc024.rna_seq.augmented_star_gene_counts.tsv	350a2f170bf1813048d9831ce0acb2d1	4233750	validated
6d0c282d-43d7-44fb-94e6-25771385e326	6d0c282d-43d7-44fb-94e6-25771385e326/d4422306-b68c-4687-9131-02a60a2d4c42.rna_seq.augmented_star_gene_counts.tsv	552ee233c6cb65b341ebd50ae1236118	4263467	validated
6feef177-114c-4285-b242-481fe0aea551	6feef177-114c-4285-b242-481fe0aea551/77322072-2a7f-49e6-a9d1-c521c25acd70.rna_seq.augmented_star_gene_counts.tsv	45b7be11c5973bc8825c17ba14a80053	4257905	validated
7181e057-0ec7-410b-b0fe-ff8de3d14d98	7181e057-0ec7-410b-b0fe-ff8de3d14d98/d1b10396-1656-4963-8fd0-7d7368c24dd2.rna_seq.augmented_star_gene_counts.tsv	cbdf59033666adb0a79bee58b2bd3809	4259835	validated
72d9c332-92e3-4f9c-899d-1de9969b1bd6	72d9c332-92e3-4f9c-899d-1de9969b1bd6/6667948a-1834-4572-a1b3-3bc9096650e8.rna_seq.augmented_star_gene_counts.tsv	bcfe7738574088400654ae1e2e320592	4245736	validated
736227d9-3cee-40ed-bdec-0e88968ef179	736227d9-3cee-40ed-bdec-0e88968ef179/7623e22f-3401-47b3-be94-23f5da20ee0d.rna_seq.augmented_star_gene_counts.tsv	f1a74a7251cb845a2daba64797c8aabc	4217863	validated
75473987-65e2-43eb-a5bb-04cb7a40c902	75473987-65e2-43eb-a5bb-04cb7a40c902/06f0836c-ae3f-4c83-bb20-a5a74796bb11.rna_seq.augmented_star_gene_counts.tsv	02dd7eb9326dbd731ea318462dea4d65	4220778	validated
